F=1,N=0,O=0,P=true,0.24235895037860392,0.4264705882352941
F=1,N=0,O=0,P=false,0.4713173754933219,0.8106796116504854
F=1,N=0,O=1,P=true,0.28163539833638074,0.8106796116504854
F=1,N=0,O=1,P=false,0.47459041282313663,0.8106796116504854
F=1,N=0,O=2,P=true,0.28190815144719866,0.8106796116504854
F=1,N=0,O=2,P=false,0.4746131422490381,0.8106796116504854
F=1,N=0,O=3,P=true,0.2819100455660238,0.8106796116504854
F=1,N=0,O=3,P=false,0.4746133000922736,0.8106796116504854
F=1,N=0,O=4,P=true,0.2819100587196267,0.8106796116504854
F=1,N=0,O=4,P=false,0.4746133011884071,0.8106796116504854
F=1,N=0,O=5,P=true,0.28191005881097114,0.8106796116504854
F=1,N=0,O=5,P=false,0.4746133011960192,0.8106796116504854
F=1,N=0,O=6,P=true,0.2819100588116055,0.8106796116504854
F=1,N=0,O=6,P=false,0.47461330119607203,0.8106796116504854
F=1,N=0,O=7,P=true,0.28191005881160985,0.8106796116504854
F=1,N=0,O=7,P=false,0.4746133011960724,0.8106796116504854
F=1,N=0,O=8,P=true,0.28191005881160996,0.8106796116504854
F=1,N=0,O=8,P=false,0.4746133011960724,0.8106796116504854
F=1,N=0,O=9,P=true,0.28191005881160996,0.8106796116504854
F=1,N=0,O=9,P=false,0.4746133011960724,0.8106796116504854
F=1,N=0,O=10,P=true,0.28191005881160996,0.8106796116504854
F=1,N=0,O=10,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=0,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=0,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=1,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=1,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=2,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=2,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=3,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=3,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=4,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=4,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=5,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=5,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=6,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=6,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=7,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=7,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=8,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=8,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=9,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=9,P=false,0.4746133011960724,0.8106796116504854
F=1,N=1,O=10,P=true,0.28191005881160996,0.8106796116504854
F=1,N=1,O=10,P=false,0.4746133011960724,0.8106796116504854
F=1,N=2,O=0,P=true,0.2750533734538093,0.8106796116504854
F=1,N=2,O=0,P=false,0.474041910749589,0.8106796116504854
F=1,N=2,O=1,P=true,0.27500575758326906,0.8106796116504854
F=1,N=2,O=1,P=false,0.47403794276037736,0.8106796116504854
F=1,N=2,O=2,P=true,0.2750054269175014,0.8106796116504854
F=1,N=2,O=2,P=false,0.47403791520489674,0.8106796116504854
F=1,N=2,O=3,P=true,0.27500542462121136,0.8106796116504854
F=1,N=2,O=3,P=false,0.4740379150135392,0.8106796116504854
F=1,N=2,O=4,P=true,0.27500542460526484,0.8106796116504854
F=1,N=2,O=4,P=false,0.4740379150122103,0.8106796116504854
F=1,N=2,O=5,P=true,0.27500542460515415,0.8106796116504854
F=1,N=2,O=5,P=false,0.4740379150122011,0.8106796116504854
F=1,N=2,O=6,P=true,0.27500542460515337,0.8106796116504854
F=1,N=2,O=6,P=false,0.474037915012201,0.8106796116504854
F=1,N=2,O=7,P=true,0.27500542460515337,0.8106796116504854
F=1,N=2,O=7,P=false,0.474037915012201,0.8106796116504854
F=1,N=2,O=8,P=true,0.27500542460515337,0.8106796116504854
F=1,N=2,O=8,P=false,0.474037915012201,0.8106796116504854
F=1,N=2,O=9,P=true,0.27500542460515337,0.8106796116504854
F=1,N=2,O=9,P=false,0.474037915012201,0.8106796116504854
F=1,N=2,O=10,P=true,0.27500542460515337,0.8106796116504854
F=1,N=2,O=10,P=false,0.474037915012201,0.8106796116504854
F=1,N=3,O=0,P=true,0.29166447349860924,0.8106796116504854
F=1,N=3,O=0,P=false,0.4754261690866557,0.8106796116504854
F=1,N=3,O=1,P=true,0.29178016133814716,0.8106796116504854
F=1,N=3,O=1,P=false,0.47543580973995053,0.8106796116504854
F=1,N=3,O=2,P=true,0.2917809647259217,0.8106796116504854
F=1,N=3,O=2,P=false,0.4754358766889317,0.8106796116504854
F=1,N=3,O=3,P=true,0.2917809703050035,0.8106796116504854
F=1,N=3,O=3,P=false,0.4754358771538552,0.8106796116504854
F=1,N=3,O=4,P=true,0.2917809703437471,0.8106796116504854
F=1,N=3,O=4,P=false,0.47543587715708385,0.8106796116504854
F=1,N=3,O=5,P=true,0.2917809703440162,0.8106796116504854
F=1,N=3,O=5,P=false,0.4754358771571063,0.8106796116504854
F=1,N=3,O=6,P=true,0.291780970344018,0.8106796116504854
F=1,N=3,O=6,P=false,0.4754358771571064,0.8106796116504854
F=1,N=3,O=7,P=true,0.291780970344018,0.8106796116504854
F=1,N=3,O=7,P=false,0.4754358771571064,0.8106796116504854
F=1,N=3,O=8,P=true,0.291780970344018,0.8106796116504854
F=1,N=3,O=8,P=false,0.4754358771571064,0.8106796116504854
F=1,N=3,O=9,P=true,0.291780970344018,0.8106796116504854
F=1,N=3,O=9,P=false,0.4754358771571064,0.8106796116504854
F=1,N=3,O=10,P=true,0.291780970344018,0.8106796116504854
F=1,N=3,O=10,P=false,0.4754358771571064,0.8106796116504854
F=1,N=4,O=0,P=true,0.27947359602383537,0.8106796116504854
F=1,N=4,O=0,P=false,0.4744102626304245,0.8106796116504854
F=1,N=4,O=1,P=true,0.2793881281466119,0.8106796116504854
F=1,N=4,O=1,P=false,0.47440314030732256,0.8106796116504854
F=1,N=4,O=2,P=true,0.27938753461968674,0.8106796116504854
F=1,N=4,O=2,P=false,0.47440309084674553,0.8106796116504854
F=1,N=4,O=3,P=true,0.279387530497972,0.8106796116504854
F=1,N=4,O=3,P=false,0.47440309050326923,0.8106796116504854
F=1,N=4,O=4,P=true,0.27938753046934894,0.8106796116504854
F=1,N=4,O=4,P=false,0.47440309050088403,0.8106796116504854
F=1,N=4,O=5,P=true,0.27938753046915016,0.8106796116504854
F=1,N=4,O=5,P=false,0.47440309050086743,0.8106796116504854
F=1,N=4,O=6,P=true,0.2793875304691488,0.8106796116504854
F=1,N=4,O=6,P=false,0.4744030905008673,0.8106796116504854
F=1,N=4,O=7,P=true,0.27938753046914877,0.8106796116504854
F=1,N=4,O=7,P=false,0.4744030905008673,0.8106796116504854
F=1,N=4,O=8,P=true,0.27938753046914877,0.8106796116504854
F=1,N=4,O=8,P=false,0.4744030905008673,0.8106796116504854
F=1,N=4,O=9,P=true,0.27938753046914877,0.8106796116504854
F=1,N=4,O=9,P=false,0.4744030905008673,0.8106796116504854
F=1,N=4,O=10,P=true,0.27938753046914877,0.8106796116504854
F=1,N=4,O=10,P=false,0.4744030905008673,0.8106796116504854
F=1,N=5,O=0,P=true,0.30023688040531055,0.8106796116504854
F=1,N=5,O=0,P=false,0.4761405363288808,0.8106796116504854
F=1,N=5,O=1,P=true,0.300381667557645,0.8106796116504854
F=1,N=5,O=1,P=false,0.4761526019249087,0.8106796116504854
F=1,N=5,O=2,P=true,0.30038267302398064,0.8106796116504854
F=1,N=5,O=2,P=false,0.47615268571376995,0.8106796116504854
F=1,N=5,O=3,P=true,0.3003826800063858,0.8106796116504854
F=1,N=5,O=3,P=false,0.4761526862956371,0.8106796116504854
F=1,N=5,O=4,P=true,0.30038268005487473,0.8106796116504854
F=1,N=5,O=4,P=false,0.47615268629967783,0.8106796116504854
F=1,N=5,O=5,P=true,0.30038268005521146,0.8106796116504854
F=1,N=5,O=5,P=false,0.47615268629970586,0.8106796116504854
F=1,N=5,O=6,P=true,0.3003826800552138,0.8106796116504854
F=1,N=5,O=6,P=false,0.4761526862997061,0.8106796116504854
F=1,N=5,O=7,P=true,0.3003826800552138,0.8106796116504854
F=1,N=5,O=7,P=false,0.4761526862997061,0.8106796116504854
F=1,N=5,O=8,P=true,0.3003826800552138,0.8106796116504854
F=1,N=5,O=8,P=false,0.4761526862997061,0.8106796116504854
F=1,N=5,O=9,P=true,0.3003826800552138,0.8106796116504854
F=1,N=5,O=9,P=false,0.4761526862997061,0.8106796116504854
F=1,N=5,O=10,P=true,0.3003826800552138,0.8106796116504854
F=1,N=5,O=10,P=false,0.4761526862997061,0.8106796116504854
F=1,N=6,O=0,P=true,0.32409187887170915,0.8106796116504854
F=1,N=6,O=0,P=false,0.47812845286774736,0.8106796116504854
F=1,N=6,O=1,P=true,0.3242565260857126,0.8106796116504854
F=1,N=6,O=1,P=false,0.47814217346891436,0.8106796116504854
