F=1,0.21718629728863248,0.5441176470588235
F=2,0.2546448277507554,0.6323529411764706
F=3,0.24801042899821876,0.6323529411764706
F=4,0.26364221561825113,0.6323529411764706
F=5,0.2422830463626956,0.6323529411764706
F=6,0.2719101632292574,0.6323529411764706
F=7,0.251723642445906,0.6323529411764706
F=8,0.27316076428507297,0.6323529411764706
F=9,0.274847844489365,0.6323529411764706
F=10,0.2807199918347834,0.6323529411764706
F=11,0.2713703440128267,0.6323529411764706
F=12,0.2901769092850221,0.6323529411764706
F=13,0.27301396291281155,0.6323529411764706
F=14,0.2756267377352298,0.6323529411764706
F=15,0.28793349354456177,0.6323529411764706
F=16,0.2970465842899111,0.6323529411764706
F=17,0.2864673344803361,0.6323529411764706
F=18,0.2965036731305484,0.6323529411764706
F=19,0.29066902277989176,0.6323529411764706
F=20,0.30165345280152206,0.64
