B=0,E=0,0.45112079629510493,0.8106796116504854
B=0,E=1,0.4887141959863637,0.8106796116504854
B=0,E=2,0.4918469792939686,0.8106796116504854
B=0,E=3,0.4921080445696023,0.8106796116504854
B=1,E=0,0.3329937313021812,0.8106796116504854
B=1,E=1,0.31973420519656276,0.8106796116504854
B=1,E=2,0.3186292446877612,0.8106796116504854
B=1,E=3,0.31853716464536114,0.8106796116504854
B=2,E=0,0.2896129834076285,0.8106796116504854
B=2,E=1,0.27558883893948677,0.8106796116504854
B=2,E=2,0.2744201602338083,0.8106796116504854
B=2,E=3,0.28593656637333237,0.8106796116504854
B=3,E=0,0.2626215154527434,0.8106796116504854
B=3,E=1,0.2657124666589848,0.8106796116504854
B=3,E=2,0.2727769232260066,0.8106796116504854
B=3,E=3,0.2615918129280834,0.8106796116504854
B=4,E=0,0.2493653152108544,0.8106796116504854
B=4,E=1,0.2551413476309354,0.8106796116504854
B=4,E=2,0.2648564662131972,0.8106796116504854
B=4,E=3,0.2590046452543398,0.8106796116504854
B=5,E=0,0.2602526834671527,0.8106796116504854
B=5,E=1,0.2606369117898201,0.8106796116504854
B=5,E=2,0.2508610958502328,0.8106796116504854
B=5,E=3,0.2543863717316358,0.8106796116504854
B=6,E=0,0.2592638923728606,0.8106796116504854
B=6,E=1,0.25464996431954884,0.8106796116504854
B=6,E=2,0.255442326853494,0.8106796116504854
B=6,E=3,0.26189386808812676,0.8106796116504854
B=7,E=0,0.258238795835889,0.8106796116504854
B=7,E=1,0.24715037933443693,0.8106796116504854
B=7,E=2,0.2524865029305741,0.8106796116504854
B=7,E=3,0.2642233016575948,0.8106796116504854
B=8,E=0,0.2574337517532482,0.8106796116504854
B=8,E=1,0.2436588343658983,0.8106796116504854
B=8,E=2,0.24899138027497805,0.8106796116504854
B=8,E=3,0.2614927708136205,0.8106796116504854
B=9,E=0,0.24917915327073173,0.8106796116504854
B=9,E=1,0.24569152311864662,0.8106796116504854
B=9,E=2,0.24746141614000428,0.8106796116504854
B=9,E=3,0.26385311929514005,0.8106796116504854
B=10,E=0,0.25658768662715675,0.8106796116504854
